"","DateTimeAK","julian","FRCH","MOOS","POKE","STRT","VAUL","MOOS.Q.int","POKE.Q.int","STRT.Q.int"
"1",2022-05-09 00:00:00,127.958333333333,NA,NA,NA,NA,NA,NA,NA,NA
"2",2022-05-09 00:15:00,127.96875,NA,NA,NA,NA,NA,NA,NA,NA
"3",2022-05-09 00:30:00,127.979166666667,NA,NA,NA,NA,NA,NA,NA,NA
"4",2022-05-09 00:45:00,127.989583333333,NA,NA,NA,NA,NA,NA,NA,NA
"5",2022-05-09 01:00:00,128,NA,NA,NA,NA,NA,NA,NA,NA
"6",2022-05-09 01:15:00,128.010416666667,NA,NA,NA,NA,NA,NA,NA,NA
"7",2022-05-09 01:30:00,128.020833333333,NA,NA,NA,NA,NA,NA,NA,NA
"8",2022-05-09 01:45:00,128.03125,NA,NA,NA,NA,NA,NA,NA,NA
"9",2022-05-09 02:00:00,128.041666666667,NA,NA,NA,NA,NA,NA,NA,NA
"10",2022-05-09 02:15:00,128.052083333333,NA,NA,NA,NA,NA,NA,NA,NA
"11",2022-05-09 02:30:00,128.0625,NA,NA,NA,NA,NA,NA,NA,NA
"12",2022-05-09 02:45:00,128.072916666667,NA,NA,NA,NA,NA,NA,NA,NA
"13",2022-05-09 03:00:00,128.083333333333,NA,NA,NA,NA,NA,NA,NA,NA
"14",2022-05-09 03:15:00,128.09375,NA,NA,NA,NA,NA,NA,NA,NA
"15",2022-05-09 03:30:00,128.104166666667,NA,NA,NA,NA,NA,NA,NA,NA
"16",2022-05-09 03:45:00,128.114583333333,NA,NA,NA,NA,NA,NA,NA,NA
"17",2022-05-09 04:00:00,128.125,NA,NA,NA,NA,NA,NA,NA,NA
"18",2022-05-09 04:15:00,128.135416666667,NA,NA,NA,NA,NA,NA,NA,NA
"19",2022-05-09 04:30:00,128.145833333333,NA,NA,NA,NA,NA,NA,NA,NA
"20",2022-05-09 04:45:00,128.15625,NA,NA,NA,NA,NA,NA,NA,NA
"21",2022-05-09 05:00:00,128.166666666667,NA,NA,NA,NA,NA,NA,NA,NA
"22",2022-05-09 05:15:00,128.177083333333,NA,NA,NA,NA,NA,NA,NA,NA
"23",2022-05-09 05:30:00,128.1875,NA,NA,NA,NA,NA,NA,NA,NA
"24",2022-05-09 05:45:00,128.197916666667,NA,NA,NA,NA,NA,NA,NA,NA
"25",2022-05-09 06:00:00,128.208333333333,NA,NA,NA,NA,NA,NA,NA,NA
"26",2022-05-09 06:15:00,128.21875,NA,NA,NA,NA,NA,NA,NA,NA
"27",2022-05-09 06:30:00,128.229166666667,NA,NA,NA,NA,NA,NA,NA,NA
"28",2022-05-09 06:45:00,128.239583333333,NA,NA,NA,NA,NA,NA,NA,NA
